Date,state_name,State,FacemaskTrends
2021-05-31,Bogota,11001,0.33901168264377624
2021-06-01,Bogota,11001,0.3341706749936431
2021-06-02,Bogota,11001,0.32934861712099045
2021-06-03,Bogota,11001,0.3245483390889435
2021-06-04,Bogota,11001,0.3197726278201433
2021-06-05,Bogota,11001,0.31502422379576167
2021-06-06,Bogota,11001,0.31030581782138894
2021-06-07,Bogota,11001,0.30562004786468244
2021-06-08,Bogota,11001,0.3009694959682906
2021-06-09,Bogota,11001,0.2963566852424384
2021-06-10,Bogota,11001,0.29178407694085706
2021-06-11,Bogota,11001,0.2872540676240894
2021-06-12,Bogota,11001,0.28276898641347226
2021-06-13,Bogota,11001,0.27833109233986725
2021-06-14,Bogota,11001,0.27394257178983883
2021-06-15,Bogota,11001,0.26960553605338916
2021-06-16,Bogota,11001,0.26532201897546376
2021-06-17,Bogota,11001,0.2610939747152085
2021-06-18,Bogota,11001,0.25692327561497164
2021-06-19,Bogota,11001,0.25281171018218074
2021-06-20,Bogota,11001,0.24876098118661513
2021-06-21,Bogota,11001,0.24477270387532046
2021-06-22,Bogota,11001,0.2408484043074578
2021-06-23,Bogota,11001,0.23698951781125407
2021-06-24,Bogota,11001,0.23319738756463207
2021-06-25,Bogota,11001,0.2294732633015428
2021-06-26,Bogota,11001,0.2258183001457264
2021-06-27,Bogota,11001,0.22223355757234542
2021-06-28,Bogota,11001,0.2187199985001684
2021-06-29,Bogota,11001,0.21527848851392714
2021-06-30,Bogota,11001,0.21190979521850092
2021-07-01,Bogota,11001,0.20861458772547672
2021-07-02,Bogota,11001,0.20539343627249546
2021-07-03,Bogota,11001,0.20224681197543848
2021-07-04,Bogota,11001,0.199175086714275
2021-07-05,Bogota,11001,0.1961785331517532
2021-07-06,Bogota,11001,0.19325732488533753
2021-07-07,Bogota,11001,0.1904115367316053
2021-07-08,Bogota,11001,0.18764114514247793
2021-07-09,Bogota,11001,0.184946028753042
2021-07-10,Bogota,11001,0.1823259690593569
2021-07-11,Bogota,11001,0.17978065122562711
2021-07-12,Bogota,11001,0.17730966501921747
2021-07-13,Bogota,11001,0.17491250587208373
2021-07-14,Bogota,11001,0.17258857606723274
2021-07-15,Bogota,11001,0.17033718604780168
2021-07-16,Bogota,11001,0.16815755584782754
2021-07-17,Bogota,11001,0.1660488166413201
2021-07-18,Bogota,11001,0.16401001240856544
2021-07-19,Bogota,11001,0.16204010171639155
2021-07-20,Bogota,11001,0.16013795961013055
2021-07-21,Bogota,11001,0.15830237961473748
2021-07-22,Bogota,11001,0.15653207584160603
2021-07-23,Bogota,11001,0.15482568519886353
2021-07-24,Bogota,11001,0.1531817697011318
2021-07-25,Bogota,11001,0.15159881887626914
2021-07-26,Bogota,11001,0.1500752522650981
2021-07-27,Bogota,11001,0.1486094220108143
2021-07-28,Bogota,11001,0.1471996155344124
2021-07-29,Bogota,11001,0.1458440582924648
2021-07-30,Bogota,11001,0.14454091661304416
2021-07-31,Bogota,11001,0.14328830060619818
2021-08-01,Bogota,11001,0.14208426714472353
2021-08-02,Bogota,11001,0.14092682291095596
2021-08-03,Bogota,11001,0.13981392750573354
2021-08-04,Bogota,11001,0.13874349661438165
2021-08-05,Bogota,11001,0.13771340522662764
2021-08-06,Bogota,11001,0.13672149090438662
2021-08-07,Bogota,11001,0.13576555709430987
2021-08-08,Bogota,11001,0.134843376479695
2021-08-09,Bogota,11001,0.13395269436705742
2021-08-10,Bogota,11001,0.13309123210333867
2021-08-11,Bogota,11001,0.13225669051830283
2021-08-12,Bogota,11001,0.1314467533879254
2021-08-13,Bogota,11001,0.13065909091361178
2021-08-14,Bogota,11001,0.12989136321271505
2021-08-15,Bogota,11001,0.12914122381532778
2021-08-16,Bogota,11001,0.12840632316277448
2021-08-17,Bogota,11001,0.12768431210291475
2021-08-18,Bogota,11001,0.1269728453770743
2021-08-19,Bogota,11001,0.12626958509487374
2021-08-20,Bogota,11001,0.1255722041907396
2021-08-21,Bogota,11001,0.12487838985861877
2021-08-22,Bogota,11001,0.12418584695964931
2021-08-23,Bogota,11001,0.12349230139797111
2021-08-24,Bogota,11001,0.1227955034604878
2021-08-25,Bogota,11001,0.12209323111584766
2021-08-26,Bogota,11001,0.12138329326805591
2021-08-27,Bogota,11001,0.12066353296026355
2021-08-28,Bogota,11001,0.1199318305248194
2021-08-29,Bogota,11001,0.11918610667438778
2021-08-30,Bogota,11001,0.11842432553131335
2021-08-31,Bogota,11001,0.11764449758938697
2021-09-01,Bogota,11001,0.11684468260596806
2021-09-02,Bogota,11001,0.11602299241836184
2021-09-03,Bogota,11001,0.11517759368310938
2021-09-04,Bogota,11001,0.11430671053189034
2021-09-05,Bogota,11001,0.11340862714262892
2021-09-06,Bogota,11001,0.11248169022136167
2021-09-07,Bogota,11001,0.11152431139120486
2021-09-08,Bogota,11001,0.11053496948602401
2021-09-09,Bogota,11001,0.10951221274533102
2021-09-10,Bogota,11001,0.10845466090736233
2021-09-11,Bogota,11001,0.10736100719771995
2021-09-12,Bogota,11001,0.10623002021099244
2021-09-13,Bogota,11001,0.10506054568259125
2021-09-14,Bogota,11001,0.10385150814872313
2021-09-15,Bogota,11001,0.10260191249225166
2021-09-16,Bogota,11001,0.10131084537216838
2021-09-17,Bogota,11001,0.09997747653531514
