"Date","Imports","Replicate"
2020-01-25,3,955
2020-01-27,3,955
2020-01-28,16,955
2020-01-29,4,955
2020-01-30,7,955
2020-01-31,7,955
2020-02-01,13,955
2020-02-02,29,955
2020-02-03,10,955
2020-02-04,17,955
2020-02-05,21,955
2020-02-06,13,955
2020-02-07,13,955
2020-02-08,11,955
2020-02-09,15,955
2020-02-10,16,955
2020-02-11,11,955
2020-02-12,1,955
2020-02-13,86,955
2020-02-14,37,955
2020-02-15,8,955
2020-02-16,10,955
2020-02-17,10,955
2020-02-18,8,955
2020-02-19,2,955
2020-02-20,1,955
2020-02-21,4,955
2020-02-22,6,955
2020-02-23,3,955
2020-02-24,1,955
2020-02-25,5,955
2020-02-26,6,955
2020-02-27,7,955
2020-02-28,6,955
2020-02-29,12,955
2020-03-01,5,955
2020-03-02,11,955
2020-03-03,13,955
2020-03-04,11,955
2020-03-05,11,955
2020-03-06,13,955
2020-03-07,24,955
2020-03-08,20,955
2020-03-09,16,955
2020-03-10,21,955
2020-03-11,40,955
2020-03-12,6,955
2020-03-13,81,955
2020-03-14,61,955
2020-03-15,54,955
2020-03-16,69,955
2020-03-17,82,955
2020-03-18,71,955
2020-03-19,114,955
2020-03-20,62,955
2020-03-21,58,955
2020-03-22,27,955
2020-01-22,3,956
2020-01-23,1,956
2020-01-24,2,956
2020-01-25,7,956
2020-01-26,7,956
2020-01-27,4,956
2020-01-28,12,956
2020-01-29,1,956
2020-01-30,16,956
2020-01-31,16,956
2020-02-01,13,956
2020-02-02,27,956
2020-02-03,15,956
2020-02-04,27,956
2020-02-05,19,956
2020-02-06,18,956
2020-02-07,25,956
2020-02-08,19,956
2020-02-09,19,956
2020-02-10,13,956
2020-02-11,10,956
2020-02-12,4,956
2020-02-13,80,956
2020-02-14,35,956
2020-02-15,11,956
2020-02-16,10,956
2020-02-17,11,956
2020-02-18,13,956
2020-02-19,4,956
2020-02-20,6,956
2020-02-21,1,956
2020-02-22,5,956
2020-02-23,7,956
2020-02-24,2,956
2020-02-25,7,956
2020-02-26,5,956
2020-02-27,7,956
2020-02-28,11,956
2020-02-29,6,956
2020-03-01,14,956
2020-03-02,5,956
2020-03-03,11,956
2020-03-04,22,956
2020-03-05,17,956
2020-03-06,40,956
2020-03-07,23,956
2020-03-08,26,956
2020-03-09,15,956
2020-03-10,29,956
2020-03-11,54,956
2020-03-12,13,956
2020-03-13,99,956
2020-03-14,79,956
2020-03-15,61,956
2020-03-16,104,956
2020-03-17,104,956
2020-03-18,82,956
2020-03-19,114,956
2020-03-20,78,956
2020-03-21,44,956
2020-03-22,28,956
2020-01-22,2,957
2020-01-26,3,957
2020-01-27,4,957
2020-01-28,7,957
2020-01-30,3,957
2020-01-31,4,957
2020-02-01,7,957
2020-02-02,17,957
2020-02-03,10,957
2020-02-04,11,957
2020-02-05,11,957
2020-02-06,12,957
2020-02-07,11,957
2020-02-08,10,957
2020-02-09,15,957
2020-02-10,9,957
2020-02-11,6,957
2020-02-12,1,957
2020-02-13,51,957
2020-02-14,27,957
2020-02-15,6,957
2020-02-16,3,957
2020-02-17,11,957
2020-02-18,6,957
2020-02-19,4,957
2020-02-20,3,957
2020-02-21,4,957
2020-02-22,7,957
2020-02-23,1,957
2020-02-24,2,957
2020-02-25,2,957
2020-02-26,3,957
2020-02-27,11,957
2020-02-28,4,957
2020-02-29,8,957
2020-03-01,9,957
2020-03-02,5,957
2020-03-03,10,957
2020-03-04,11,957
2020-03-05,7,957
2020-03-06,11,957
2020-03-07,13,957
2020-03-08,10,957
2020-03-09,10,957
2020-03-10,15,957
2020-03-11,30,957
2020-03-12,12,957
2020-03-13,65,957
2020-03-14,35,957
2020-03-15,37,957
2020-03-16,54,957
2020-03-17,55,957
2020-03-18,53,957
2020-03-19,65,957
2020-03-20,60,957
2020-03-21,42,957
2020-03-22,14,957
2020-01-22,3,958
2020-01-23,1,958
2020-01-24,1,958
2020-01-25,3,958
2020-01-26,1,958
2020-01-28,6,958
2020-01-29,1,958
2020-01-30,7,958
2020-01-31,6,958
2020-02-01,1,958
2020-02-02,14,958
2020-02-03,10,958
2020-02-04,14,958
2020-02-05,11,958
2020-02-06,6,958
2020-02-07,11,958
2020-02-08,7,958
2020-02-09,3,958
2020-02-10,8,958
2020-02-11,7,958
2020-02-12,6,958
2020-02-13,46,958
2020-02-14,16,958
2020-02-15,2,958
2020-02-16,6,958
2020-02-17,5,958
2020-02-18,8,958
2020-02-19,1,958
2020-02-20,5,958
2020-02-21,2,958
2020-02-22,5,958
2020-02-23,3,958
2020-02-24,1,958
2020-02-25,1,958
2020-02-26,4,958
2020-02-27,3,958
2020-02-28,3,958
2020-02-29,6,958
2020-03-01,9,958
2020-03-02,3,958
2020-03-03,4,958
2020-03-04,4,958
2020-03-05,8,958
2020-03-06,12,958
2020-03-07,15,958
2020-03-08,16,958
2020-03-09,5,958
2020-03-10,19,958
2020-03-11,22,958
2020-03-12,10,958
2020-03-13,64,958
2020-03-14,40,958
2020-03-15,44,958
2020-03-16,54,958
2020-03-17,59,958
2020-03-18,51,958
2020-03-19,65,958
2020-03-20,45,958
2020-03-21,39,958
2020-03-22,9,958
2020-01-22,3,959
2020-01-23,1,959
2020-01-25,2,959
2020-01-26,3,959
2020-01-27,4,959
2020-01-28,16,959
2020-01-29,4,959
2020-01-30,8,959
2020-01-31,3,959
2020-02-01,7,959
2020-02-02,12,959
2020-02-03,19,959
2020-02-04,12,959
2020-02-05,17,959
2020-02-06,19,959
2020-02-07,12,959
2020-02-08,10,959
2020-02-09,6,959
2020-02-10,9,959
2020-02-11,7,959
2020-02-12,1,959
2020-02-13,66,959
2020-02-14,21,959
2020-02-15,4,959
2020-02-16,9,959
2020-02-17,7,959
2020-02-18,3,959
2020-02-19,2,959
2020-02-20,6,959
2020-02-21,3,959
2020-02-22,6,959
2020-02-23,1,959
2020-02-24,1,959
2020-02-25,6,959
2020-02-26,2,959
2020-02-27,3,959
2020-02-28,11,959
2020-02-29,7,959
2020-03-01,7,959
2020-03-02,5,959
2020-03-03,10,959
2020-03-04,11,959
2020-03-05,13,959
2020-03-06,15,959
2020-03-07,10,959
2020-03-08,16,959
2020-03-09,17,959
2020-03-10,20,959
2020-03-11,25,959
2020-03-12,9,959
2020-03-13,69,959
2020-03-14,37,959
2020-03-15,45,959
2020-03-16,70,959
2020-03-17,61,959
2020-03-18,67,959
2020-03-19,72,959
2020-03-20,62,959
2020-03-21,27,959
2020-03-22,34,959
2020-01-22,4,960
2020-01-24,4,960
2020-01-25,1,960
2020-01-26,2,960
2020-01-27,3,960
2020-01-28,7,960
2020-01-29,1,960
2020-01-30,4,960
2020-01-31,4,960
2020-02-01,12,960
2020-02-02,23,960
2020-02-03,6,960
2020-02-04,12,960
2020-02-05,15,960
2020-02-06,13,960
2020-02-07,12,960
2020-02-08,14,960
2020-02-09,14,960
2020-02-10,8,960
2020-02-11,11,960
2020-02-12,1,960
2020-02-13,46,960
2020-02-14,25,960
2020-02-15,11,960
2020-02-16,8,960
2020-02-17,9,960
2020-02-18,8,960
2020-02-21,5,960
2020-02-22,6,960
2020-02-23,2,960
2020-02-24,1,960
2020-02-25,2,960
2020-02-26,3,960
2020-02-27,6,960
2020-02-28,5,960
2020-02-29,4,960
2020-03-01,4,960
2020-03-02,9,960
2020-03-03,7,960
2020-03-04,6,960
2020-03-05,8,960
2020-03-06,14,960
2020-03-07,15,960
2020-03-08,8,960
2020-03-09,16,960
2020-03-10,9,960
2020-03-11,28,960
2020-03-12,6,960
2020-03-13,61,960
2020-03-14,50,960
2020-03-15,30,960
2020-03-16,46,960
2020-03-17,58,960
2020-03-18,53,960
2020-03-19,47,960
2020-03-20,41,960
2020-03-21,38,960
2020-03-22,19,960
2020-01-22,2,961
2020-01-26,3,961
2020-01-27,1,961
2020-01-28,11,961
2020-01-29,2,961
2020-01-30,11,961
2020-01-31,4,961
2020-02-01,5,961
2020-02-02,19,961
2020-02-03,11,961
2020-02-04,15,961
2020-02-05,13,961
2020-02-06,13,961
2020-02-07,9,961
2020-02-08,8,961
2020-02-09,5,961
2020-02-10,12,961
2020-02-11,10,961
2020-02-12,1,961
2020-02-13,55,961
2020-02-14,22,961
2020-02-15,10,961
2020-02-16,12,961
2020-02-17,7,961
2020-02-18,8,961
2020-02-19,3,961
2020-02-20,5,961
2020-02-21,2,961
2020-02-22,3,961
2020-02-23,1,961
2020-02-24,2,961
2020-02-25,4,961
2020-02-26,2,961
2020-02-27,4,961
2020-02-28,5,961
2020-02-29,8,961
2020-03-01,17,961
2020-03-02,7,961
2020-03-03,8,961
2020-03-04,10,961
2020-03-05,18,961
2020-03-06,9,961
2020-03-07,16,961
2020-03-08,13,961
2020-03-09,15,961
2020-03-10,17,961
2020-03-11,31,961
2020-03-12,10,961
2020-03-13,60,961
2020-03-14,35,961
2020-03-15,56,961
2020-03-16,67,961
2020-03-17,53,961
2020-03-18,58,961
2020-03-19,82,961
2020-03-20,67,961
2020-03-21,41,961
2020-03-22,14,961
2020-01-22,1,962
2020-01-24,1,962
2020-01-25,1,962
2020-01-26,2,962
2020-01-27,2,962
2020-01-28,3,962
2020-01-29,2,962
2020-01-30,3,962
2020-01-31,3,962
2020-02-01,2,962
2020-02-02,6,962
2020-02-03,3,962
2020-02-04,6,962
2020-02-05,6,962
2020-02-06,5,962
2020-02-07,7,962
2020-02-08,3,962
2020-02-09,5,962
2020-02-10,2,962
2020-02-11,1,962
2020-02-13,30,962
2020-02-14,11,962
2020-02-15,4,962
2020-02-16,4,962
2020-02-18,6,962
2020-02-20,1,962
2020-02-21,1,962
2020-02-22,3,962
2020-02-24,2,962
2020-02-25,1,962
2020-02-26,2,962
2020-02-27,2,962
2020-02-28,2,962
2020-02-29,3,962
2020-03-01,5,962
2020-03-02,2,962
2020-03-03,6,962
2020-03-04,6,962
2020-03-05,8,962
2020-03-06,2,962
2020-03-07,4,962
2020-03-08,10,962
2020-03-09,5,962
2020-03-10,11,962
2020-03-11,12,962
2020-03-12,4,962
2020-03-13,31,962
2020-03-14,12,962
2020-03-15,10,962
2020-03-16,23,962
2020-03-17,26,962
2020-03-18,16,962
2020-03-19,31,962
2020-03-20,24,962
2020-03-21,10,962
2020-03-22,6,962
2020-01-22,3,963
2020-01-23,1,963
2020-01-25,4,963
2020-01-26,3,963
2020-01-27,4,963
2020-01-28,11,963
2020-01-29,2,963
2020-01-30,9,963
2020-01-31,5,963
2020-02-01,6,963
2020-02-02,20,963
2020-02-03,14,963
2020-02-04,20,963
2020-02-05,11,963
2020-02-06,18,963
2020-02-07,15,963
2020-02-08,11,963
2020-02-09,11,963
2020-02-10,5,963
2020-02-11,13,963
2020-02-12,3,963
2020-02-13,58,963
2020-02-14,21,963
2020-02-15,7,963
2020-02-16,11,963
2020-02-17,8,963
2020-02-18,9,963
2020-02-19,4,963
2020-02-20,2,963
2020-02-21,4,963
2020-02-22,8,963
2020-02-24,3,963
2020-02-25,3,963
2020-02-26,5,963
2020-02-27,8,963
2020-02-28,9,963
2020-02-29,12,963
2020-03-01,8,963
2020-03-02,5,963
2020-03-03,15,963
2020-03-04,10,963
2020-03-05,11,963
2020-03-06,15,963
2020-03-07,19,963
2020-03-08,17,963
2020-03-09,16,963
2020-03-10,24,963
2020-03-11,33,963
2020-03-12,12,963
2020-03-13,76,963
2020-03-14,51,963
2020-03-15,54,963
2020-03-16,65,963
2020-03-17,73,963
2020-03-18,63,963
2020-03-19,69,963
2020-03-20,58,963
2020-03-21,64,963
2020-03-22,23,963
2020-01-22,1,964
2020-01-24,4,964
2020-01-25,1,964
2020-01-26,1,964
2020-01-28,9,964
2020-01-30,3,964
2020-01-31,2,964
2020-02-01,8,964
2020-02-02,17,964
2020-02-03,11,964
2020-02-04,15,964
2020-02-05,12,964
2020-02-06,8,964
2020-02-07,18,964
2020-02-08,5,964
2020-02-09,9,964
2020-02-10,7,964
2020-02-11,7,964
2020-02-12,2,964
2020-02-13,41,964
2020-02-14,14,964
2020-02-15,8,964
2020-02-16,10,964
2020-02-17,6,964
2020-02-18,3,964
2020-02-19,5,964
2020-02-20,3,964
2020-02-21,2,964
2020-02-22,4,964
2020-02-23,2,964
2020-02-24,1,964
2020-02-25,5,964
2020-02-26,3,964
2020-02-27,8,964
2020-02-28,6,964
2020-02-29,5,964
2020-03-01,11,964
2020-03-02,7,964
2020-03-03,8,964
2020-03-04,3,964
2020-03-05,10,964
2020-03-06,10,964
2020-03-07,10,964
2020-03-08,21,964
2020-03-09,13,964
2020-03-10,15,964
2020-03-11,23,964
2020-03-12,8,964
2020-03-13,48,964
2020-03-14,27,964
2020-03-15,35,964
2020-03-16,38,964
2020-03-17,40,964
2020-03-18,37,964
2020-03-19,54,964
2020-03-20,51,964
2020-03-21,30,964
2020-03-22,19,964
2020-01-22,7,965
2020-01-23,1,965
2020-01-24,4,965
2020-01-25,1,965
2020-01-26,6,965
2020-01-27,5,965
2020-01-28,24,965
2020-01-29,2,965
2020-01-30,15,965
2020-01-31,17,965
2020-02-01,11,965
2020-02-02,35,965
2020-02-03,17,965
2020-02-04,28,965
2020-02-05,33,965
2020-02-06,13,965
2020-02-07,20,965
2020-02-08,19,965
2020-02-09,15,965
2020-02-10,16,965
2020-02-11,12,965
2020-02-12,4,965
2020-02-13,91,965
2020-02-14,43,965
2020-02-15,18,965
2020-02-16,12,965
2020-02-17,15,965
2020-02-18,13,965
2020-02-19,7,965
2020-02-20,4,965
2020-02-21,8,965
2020-02-22,11,965
2020-02-23,3,965
2020-02-24,6,965
2020-02-25,6,965
2020-02-26,6,965
2020-02-27,8,965
2020-02-28,10,965
2020-02-29,9,965
2020-03-01,16,965
2020-03-02,9,965
2020-03-03,17,965
2020-03-04,12,965
2020-03-05,17,965
2020-03-06,17,965
2020-03-07,23,965
2020-03-08,28,965
2020-03-09,25,965
2020-03-10,28,965
2020-03-11,31,965
2020-03-12,19,965
2020-03-13,107,965
2020-03-14,76,965
2020-03-15,67,965
2020-03-16,103,965
2020-03-17,99,965
2020-03-18,108,965
2020-03-19,117,965
2020-03-20,105,965
2020-03-21,69,965
2020-03-22,38,965
2020-01-23,1,966
2020-01-24,2,966
2020-01-25,1,966
2020-01-26,3,966
2020-01-27,6,966
2020-01-28,15,966
2020-01-29,5,966
2020-01-30,13,966
2020-01-31,9,966
2020-02-01,11,966
2020-02-02,23,966
2020-02-03,13,966
2020-02-04,19,966
2020-02-05,18,966
2020-02-06,12,966
2020-02-07,13,966
2020-02-08,12,966
2020-02-09,26,966
2020-02-10,12,966
2020-02-11,8,966
2020-02-12,1,966
2020-02-13,87,966
2020-02-14,27,966
2020-02-15,17,966
2020-02-16,11,966
2020-02-17,5,966
2020-02-18,8,966
2020-02-19,4,966
2020-02-20,4,966
2020-02-22,7,966
2020-02-24,2,966
2020-02-25,5,966
2020-02-26,5,966
2020-02-27,9,966
2020-02-28,7,966
2020-02-29,9,966
2020-03-01,13,966
2020-03-02,16,966
2020-03-03,10,966
2020-03-04,14,966
2020-03-05,17,966
2020-03-06,27,966
2020-03-07,26,966
2020-03-08,22,966
2020-03-09,21,966
2020-03-10,18,966
2020-03-11,44,966
2020-03-12,14,966
2020-03-13,84,966
2020-03-14,48,966
2020-03-15,59,966
2020-03-16,107,966
2020-03-17,97,966
2020-03-18,68,966
2020-03-19,102,966
2020-03-20,74,966
2020-03-21,60,966
2020-03-22,33,966
2020-01-22,3,967
2020-01-24,1,967
2020-01-25,1,967
2020-01-26,4,967
2020-01-27,4,967
2020-01-28,19,967
2020-01-29,2,967
2020-01-30,8,967
2020-01-31,10,967
2020-02-01,10,967
2020-02-02,27,967
2020-02-03,14,967
2020-02-04,15,967
2020-02-05,12,967
2020-02-06,15,967
2020-02-07,24,967
2020-02-08,15,967
2020-02-09,18,967
2020-02-10,3,967
2020-02-11,17,967
2020-02-12,1,967
2020-02-13,82,967
2020-02-14,25,967
2020-02-15,8,967
2020-02-16,15,967
2020-02-17,10,967
2020-02-18,7,967
2020-02-19,1,967
2020-02-20,3,967
2020-02-22,11,967
2020-02-23,1,967
2020-02-24,3,967
2020-02-25,6,967
2020-02-26,5,967
2020-02-27,2,967
2020-02-28,4,967
2020-02-29,6,967
2020-03-01,17,967
2020-03-02,8,967
2020-03-03,12,967
2020-03-04,12,967
2020-03-05,10,967
2020-03-06,22,967
2020-03-07,14,967
2020-03-08,23,967
2020-03-09,15,967
2020-03-10,29,967
2020-03-11,41,967
2020-03-12,9,967
2020-03-13,72,967
2020-03-14,50,967
2020-03-15,52,967
2020-03-16,76,967
2020-03-17,68,967
2020-03-18,61,967
2020-03-19,90,967
2020-03-20,65,967
2020-03-21,58,967
2020-03-22,24,967
2020-01-22,5,968
2020-01-24,1,968
2020-01-25,3,968
2020-01-26,5,968
2020-01-27,4,968
2020-01-28,7,968
2020-01-29,2,968
2020-01-30,6,968
2020-01-31,4,968
2020-02-01,8,968
2020-02-02,9,968
2020-02-03,9,968
2020-02-04,10,968
2020-02-05,13,968
2020-02-06,9,968
2020-02-07,16,968
2020-02-08,5,968
2020-02-09,14,968
2020-02-10,9,968
2020-02-11,3,968
2020-02-12,2,968
2020-02-13,33,968
2020-02-14,13,968
2020-02-15,5,968
2020-02-16,6,968
2020-02-17,6,968
2020-02-18,3,968
2020-02-20,2,968
2020-02-22,6,968
2020-02-23,1,968
2020-02-24,2,968
2020-02-25,3,968
2020-02-26,1,968
2020-02-27,4,968
2020-02-28,4,968
2020-02-29,4,968
2020-03-01,10,968
2020-03-02,7,968
2020-03-03,9,968
2020-03-04,4,968
2020-03-05,8,968
2020-03-06,11,968
2020-03-07,13,968
2020-03-08,14,968
2020-03-09,9,968
2020-03-10,15,968
2020-03-11,16,968
2020-03-12,5,968
2020-03-13,52,968
2020-03-14,31,968
2020-03-15,22,968
2020-03-16,49,968
2020-03-17,33,968
2020-03-18,49,968
2020-03-19,57,968
2020-03-20,52,968
2020-03-21,28,968
2020-03-22,22,968
2020-01-24,2,969
2020-01-25,1,969
2020-01-26,2,969
2020-01-27,2,969
2020-01-28,5,969
2020-01-29,3,969
2020-01-30,7,969
2020-01-31,3,969
2020-02-01,5,969
2020-02-02,11,969
2020-02-03,4,969
2020-02-04,10,969
2020-02-05,15,969
2020-02-06,9,969
2020-02-07,14,969
2020-02-08,9,969
2020-02-09,6,969
2020-02-10,6,969
2020-02-11,9,969
2020-02-12,1,969
2020-02-13,45,969
2020-02-14,23,969
2020-02-15,6,969
2020-02-16,10,969
2020-02-17,6,969
2020-02-18,8,969
2020-02-20,4,969
2020-02-22,6,969
2020-02-23,2,969
2020-02-24,1,969
2020-02-25,1,969
2020-02-26,3,969
2020-02-27,7,969
2020-02-28,6,969
2020-02-29,8,969
2020-03-01,5,969
2020-03-02,7,969
2020-03-03,4,969
2020-03-04,8,969
2020-03-05,13,969
2020-03-06,19,969
2020-03-07,11,969
2020-03-08,11,969
2020-03-09,10,969
2020-03-10,14,969
2020-03-11,22,969
2020-03-12,6,969
2020-03-13,58,969
2020-03-14,31,969
2020-03-15,36,969
2020-03-16,54,969
2020-03-17,48,969
2020-03-18,49,969
2020-03-19,52,969
2020-03-20,49,969
2020-03-21,27,969
2020-03-22,13,969
2020-01-24,2,970
2020-01-26,2,970
2020-01-27,1,970
2020-01-28,6,970
2020-01-29,2,970
2020-01-31,3,970
2020-02-01,2,970
2020-02-02,8,970
2020-02-03,3,970
2020-02-04,7,970
2020-02-05,6,970
2020-02-06,4,970
2020-02-07,8,970
2020-02-08,5,970
2020-02-09,3,970
2020-02-10,3,970
2020-02-11,1,970
2020-02-12,3,970
2020-02-13,25,970
2020-02-14,9,970
2020-02-16,9,970
2020-02-17,4,970
2020-02-18,2,970
2020-02-19,1,970
2020-02-20,1,970
2020-02-21,2,970
2020-02-22,1,970
2020-02-23,1,970
2020-02-24,1,970
2020-02-26,2,970
2020-02-28,1,970
2020-02-29,3,970
2020-03-01,2,970
2020-03-02,6,970
2020-03-03,5,970
2020-03-04,5,970
2020-03-05,3,970
2020-03-06,11,970
2020-03-07,12,970
2020-03-08,7,970
2020-03-09,9,970
2020-03-10,8,970
2020-03-11,17,970
2020-03-12,4,970
2020-03-13,21,970
2020-03-14,17,970
2020-03-15,27,970
2020-03-16,37,970
2020-03-17,32,970
2020-03-18,24,970
2020-03-19,26,970
2020-03-20,17,970
2020-03-21,21,970
2020-03-22,14,970
2020-01-23,1,971
2020-01-25,1,971
2020-01-26,3,971
2020-01-28,10,971
2020-01-29,1,971
2020-01-30,12,971
2020-01-31,6,971
2020-02-01,11,971
2020-02-02,10,971
2020-02-03,9,971
2020-02-04,9,971
2020-02-05,13,971
2020-02-06,14,971
2020-02-07,14,971
2020-02-08,8,971
2020-02-09,11,971
2020-02-10,5,971
2020-02-11,7,971
2020-02-12,2,971
2020-02-13,49,971
2020-02-14,18,971
2020-02-15,5,971
2020-02-16,10,971
2020-02-17,6,971
2020-02-18,6,971
2020-02-20,2,971
2020-02-21,3,971
2020-02-22,5,971
2020-02-25,1,971
2020-02-26,2,971
2020-02-27,5,971
2020-02-28,5,971
2020-02-29,3,971
2020-03-01,9,971
2020-03-02,9,971
2020-03-03,15,971
2020-03-04,4,971
2020-03-05,7,971
2020-03-06,6,971
2020-03-07,16,971
2020-03-08,17,971
2020-03-09,9,971
2020-03-10,18,971
2020-03-11,25,971
2020-03-12,8,971
2020-03-13,63,971
2020-03-14,37,971
2020-03-15,25,971
2020-03-16,58,971
2020-03-17,46,971
2020-03-18,56,971
2020-03-19,69,971
2020-03-20,59,971
2020-03-21,36,971
2020-03-22,25,971
2020-01-22,3,972
2020-01-24,2,972
2020-01-25,6,972
2020-01-26,10,972
2020-01-27,5,972
2020-01-28,25,972
2020-01-29,5,972
2020-01-30,15,972
2020-01-31,11,972
2020-02-01,22,972
2020-02-02,35,972
2020-02-03,27,972
2020-02-04,36,972
2020-02-05,34,972
2020-02-06,27,972
2020-02-07,29,972
2020-02-08,18,972
2020-02-09,24,972
2020-02-10,18,972
2020-02-11,28,972
2020-02-12,8,972
2020-02-13,118,972
2020-02-14,59,972
2020-02-15,21,972
2020-02-16,27,972
2020-02-17,21,972
2020-02-18,14,972
2020-02-19,3,972
2020-02-20,2,972
2020-02-21,7,972
2020-02-22,13,972
2020-02-23,5,972
2020-02-24,3,972
2020-02-25,8,972
2020-02-26,17,972
2020-02-27,11,972
2020-02-28,7,972
2020-02-29,7,972
2020-03-01,27,972
2020-03-02,14,972
2020-03-03,34,972
2020-03-04,18,972
2020-03-05,11,972
2020-03-06,26,972
2020-03-07,39,972
2020-03-08,33,972
2020-03-09,37,972
2020-03-10,47,972
2020-03-11,81,972
2020-03-12,13,972
2020-03-13,134,972
2020-03-14,96,972
2020-03-15,117,972
2020-03-16,126,972
2020-03-17,134,972
2020-03-18,139,972
2020-03-19,152,972
2020-03-20,135,972
2020-03-21,87,972
2020-03-22,47,972
2020-01-22,4,973
2020-01-23,1,973
2020-01-24,1,973
2020-01-25,5,973
2020-01-26,8,973
2020-01-27,3,973
2020-01-28,21,973
2020-01-29,6,973
2020-01-30,13,973
2020-01-31,12,973
2020-02-01,18,973
2020-02-02,29,973
2020-02-03,23,973
2020-02-04,35,973
2020-02-05,35,973
2020-02-06,26,973
2020-02-07,19,973
2020-02-08,28,973
2020-02-09,14,973
2020-02-10,20,973
2020-02-11,17,973
2020-02-12,3,973
2020-02-13,114,973
2020-02-14,44,973
2020-02-15,12,973
2020-02-16,14,973
2020-02-17,14,973
2020-02-18,17,973
2020-02-19,7,973
2020-02-20,5,973
2020-02-21,6,973
2020-02-22,17,973
2020-02-23,4,973
2020-02-24,6,973
2020-02-25,11,973
2020-02-26,9,973
2020-02-27,7,973
2020-02-28,8,973
2020-02-29,15,973
2020-03-01,21,973
2020-03-02,12,973
2020-03-03,24,973
2020-03-04,15,973
2020-03-05,30,973
2020-03-06,27,973
2020-03-07,28,973
2020-03-08,35,973
2020-03-09,40,973
2020-03-10,33,973
2020-03-11,62,973
2020-03-12,18,973
2020-03-13,135,973
2020-03-14,82,973
2020-03-15,73,973
2020-03-16,127,973
2020-03-17,114,973
2020-03-18,114,973
2020-03-19,133,973
2020-03-20,115,973
2020-03-21,84,973
2020-03-22,40,973
2020-01-22,3,974
2020-01-24,3,974
2020-01-25,3,974
2020-01-26,4,974
2020-01-27,6,974
2020-01-28,10,974
2020-01-29,4,974
2020-01-30,4,974
2020-01-31,2,974
2020-02-01,11,974
2020-02-02,12,974
2020-02-03,9,974
2020-02-04,6,974
2020-02-05,11,974
2020-02-06,10,974
2020-02-07,11,974
2020-02-08,7,974
2020-02-09,10,974
2020-02-10,12,974
2020-02-11,7,974
2020-02-12,2,974
2020-02-13,50,974
2020-02-14,23,974
2020-02-15,13,974
2020-02-16,8,974
2020-02-17,7,974
2020-02-18,6,974
2020-02-19,4,974
2020-02-20,4,974
2020-02-21,3,974
2020-02-22,8,974
2020-02-23,1,974
2020-02-24,1,974
2020-02-25,3,974
2020-02-26,4,974
2020-02-27,8,974
2020-02-28,3,974
2020-02-29,8,974
2020-03-01,9,974
2020-03-02,6,974
2020-03-03,7,974
2020-03-04,9,974
2020-03-05,6,974
2020-03-06,13,974
2020-03-07,12,974
2020-03-08,13,974
2020-03-09,10,974
2020-03-10,14,974
2020-03-11,33,974
2020-03-12,20,974
2020-03-13,59,974
2020-03-14,37,974
2020-03-15,32,974
2020-03-16,65,974
2020-03-17,53,974
2020-03-18,45,974
2020-03-19,68,974
2020-03-20,62,974
2020-03-21,39,974
2020-03-22,19,974
2020-01-22,1,975
2020-01-24,2,975
2020-01-25,1,975
2020-01-26,1,975
2020-01-28,11,975
2020-01-29,3,975
2020-01-30,5,975
2020-01-31,5,975
2020-02-01,6,975
2020-02-02,20,975
2020-02-03,8,975
2020-02-04,15,975
2020-02-05,14,975
2020-02-06,8,975
2020-02-07,11,975
2020-02-08,13,975
2020-02-09,7,975
2020-02-10,8,975
2020-02-11,8,975
2020-02-12,1,975
2020-02-13,52,975
2020-02-14,23,975
2020-02-15,6,975
2020-02-16,8,975
2020-02-17,7,975
2020-02-18,5,975
2020-02-19,2,975
2020-02-20,3,975
2020-02-21,2,975
2020-02-22,8,975
2020-02-23,2,975
2020-02-24,1,975
2020-02-25,4,975
2020-02-26,4,975
2020-02-27,9,975
2020-02-28,5,975
2020-02-29,7,975
2020-03-01,10,975
2020-03-02,11,975
2020-03-03,5,975
2020-03-04,10,975
2020-03-05,12,975
2020-03-06,19,975
2020-03-07,11,975
2020-03-08,26,975
2020-03-09,7,975
2020-03-10,10,975
2020-03-11,24,975
2020-03-12,4,975
2020-03-13,58,975
2020-03-14,44,975
2020-03-15,48,975
2020-03-16,68,975
2020-03-17,39,975
2020-03-18,45,975
2020-03-19,66,975
2020-03-20,40,975
2020-03-21,33,975
2020-03-22,21,975
2020-01-22,1,976
2020-01-25,3,976
2020-01-26,1,976
2020-01-27,2,976
2020-01-28,8,976
2020-01-30,8,976
2020-01-31,7,976
2020-02-01,3,976
2020-02-02,13,976
2020-02-03,3,976
2020-02-04,20,976
2020-02-05,8,976
2020-02-06,12,976
2020-02-07,6,976
2020-02-08,5,976
2020-02-09,7,976
2020-02-10,11,976
2020-02-11,7,976
2020-02-12,1,976
2020-02-13,53,976
2020-02-14,15,976
2020-02-15,2,976
2020-02-16,8,976
2020-02-17,5,976
2020-02-18,7,976
2020-02-19,2,976
2020-02-20,1,976
2020-02-21,1,976
2020-02-22,4,976
2020-02-23,1,976
2020-02-24,5,976
2020-02-25,4,976
2020-02-26,2,976
2020-02-27,4,976
2020-02-28,6,976
2020-02-29,8,976
2020-03-01,4,976
2020-03-02,4,976
2020-03-03,7,976
2020-03-04,7,976
2020-03-05,9,976
2020-03-06,14,976
2020-03-07,13,976
2020-03-08,7,976
2020-03-09,10,976
